subject_id,condition,phase_index,window_index,start_time,end_time,duration,n_samples_eda,label
f04,STRESS,2,7,1371338060.0,1371338120.0,60,240,rest
f04,STRESS,2,8,1371338120.0,1371338180.0,60,240,rest
f04,STRESS,2,9,1371338180.0,1371338240.0,60,240,rest
f04,STRESS,2,10,1371338240.0,1371338300.0,60,240,rest
f04,STRESS,2,11,1371338300.0,1371338360.0,60,240,rest
f04,STRESS,2,12,1371338360.0,1371338420.0,60,240,rest
f04,STRESS,2,13,1371338420.0,1371338480.0,60,240,rest
f04,STRESS,6,0,1371338619.0,1371338679.0,60,240,unknown
f04,STRESS,6,1,1371338679.0,1371338739.0,60,240,unknown
f04,STRESS,6,2,1371338739.0,1371338799.0,60,240,unknown
f04,STRESS,6,3,1371338799.0,1371338859.0,60,240,unknown
f04,STRESS,6,4,1371338859.0,1371338919.0,60,240,unknown
f04,STRESS,6,5,1371338919.0,1371338979.0,60,240,unknown
f04,STRESS,6,6,1371338979.0,1371339039.0,60,240,unknown
f04,STRESS,6,7,1371339039.0,1371339099.0,60,240,unknown
f04,STRESS,6,8,1371339099.0,1371339159.0,60,240,unknown
f04,STRESS,6,9,1371339159.0,1371339219.0,60,240,unknown
f04,STRESS,6,10,1371339219.0,1371339279.0,60,240,unknown
f04,STRESS,6,11,1371339279.0,1371339339.0,60,240,unknown
f04,STRESS,6,12,1371339339.0,1371339399.0,60,240,unknown
f05,STRESS,0,0,1372772622.0,1372772682.0,60,240,rest
f05,STRESS,1,0,1372772713.0,1372772773.0,60,240,stress
f05,STRESS,1,1,1372772773.0,1372772833.0,60,240,stress
f05,STRESS,1,2,1372772833.0,1372772893.0,60,240,stress
f05,STRESS,1,3,1372772893.0,1372772953.0,60,240,stress
f05,STRESS,2,0,1372772963.0,1372773023.0,60,240,rest
f05,STRESS,2,1,1372773023.0,1372773083.0,60,240,rest
f05,STRESS,2,2,1372773083.0,1372773143.0,60,240,rest
f05,STRESS,2,3,1372773143.0,1372773203.0,60,240,rest
f05,STRESS,2,4,1372773203.0,1372773263.0,60,240,rest
f05,STRESS,2,5,1372773263.0,1372773323.0,60,240,rest
f05,STRESS,2,6,1372773323.0,1372773383.0,60,240,rest
f05,STRESS,2,7,1372773383.0,1372773443.0,60,240,rest
f05,STRESS,2,8,1372773443.0,1372773503.0,60,240,rest
f05,STRESS,2,9,1372773503.0,1372773563.0,60,240,rest
f05,STRESS,2,10,1372773563.0,1372773623.0,60,240,rest
f05,STRESS,2,11,1372773623.0,1372773683.0,60,240,rest
f05,STRESS,2,12,1372773683.0,1372773743.0,60,240,rest
f05,STRESS,2,13,1372773743.0,1372773803.0,60,240,rest
f05,STRESS,6,0,1372773945.0,1372774005.0,60,240,unknown
f05,STRESS,6,1,1372774005.0,1372774065.0,60,240,unknown
f05,STRESS,6,2,1372774065.0,1372774125.0,60,240,unknown
f05,STRESS,6,3,1372774125.0,1372774185.0,60,240,unknown
f05,STRESS,6,4,1372774185.0,1372774245.0,60,240,unknown
f05,STRESS,6,5,1372774245.0,1372774305.0,60,240,unknown
f05,STRESS,6,6,1372774305.0,1372774365.0,60,240,unknown
f05,STRESS,6,7,1372774365.0,1372774425.0,60,240,unknown
f05,STRESS,6,8,1372774425.0,1372774485.0,60,240,unknown
f05,STRESS,6,9,1372774485.0,1372774545.0,60,240,unknown
f05,STRESS,6,10,1372774545.0,1372774605.0,60,240,unknown
f05,STRESS,6,11,1372774605.0,1372774665.0,60,240,unknown
f05,STRESS,6,12,1372774665.0,1372774725.0,60,240,unknown
f06,STRESS,0,0,1373570086.0,1373570146.0,60,240,rest
f06,STRESS,1,0,1373570172.0,1373570232.0,60,240,stress
f06,STRESS,1,1,1373570232.0,1373570292.0,60,240,stress
f06,STRESS,1,2,1373570292.0,1373570352.0,60,240,stress
f06,STRESS,1,3,1373570352.0,1373570412.0,60,240,stress
f06,STRESS,2,0,1373570413.0,1373570473.0,60,240,rest
f06,STRESS,2,1,1373570473.0,1373570533.0,60,240,rest
f06,STRESS,2,2,1373570533.0,1373570593.0,60,240,rest
f06,STRESS,2,3,1373570593.0,1373570653.0,60,240,rest
f06,STRESS,2,4,1373570653.0,1373570713.0,60,240,rest
f06,STRESS,2,5,1373570713.0,1373570773.0,60,240,rest
f06,STRESS,2,6,1373570773.0,1373570833.0,60,240,rest
f06,STRESS,2,7,1373570833.0,1373570893.0,60,240,rest
f06,STRESS,2,8,1373570893.0,1373570953.0,60,240,rest
f06,STRESS,2,9,1373570953.0,1373571013.0,60,240,rest
f06,STRESS,2,10,1373571013.0,1373571073.0,60,240,rest
f06,STRESS,2,11,1373571073.0,1373571133.0,60,240,rest
f06,STRESS,2,12,1373571133.0,1373571193.0,60,240,rest
f06,STRESS,2,13,1373571193.0,1373571253.0,60,240,rest
f06,STRESS,6,0,1373571374.0,1373571434.0,60,240,unknown
f06,STRESS,6,1,1373571434.0,1373571494.0,60,240,unknown
f06,STRESS,6,2,1373571494.0,1373571554.0,60,240,unknown
f06,STRESS,6,3,1373571554.0,1373571614.0,60,240,unknown
f06,STRESS,6,4,1373571614.0,1373571674.0,60,240,unknown
f06,STRESS,6,5,1373571674.0,1373571734.0,60,240,unknown
f06,STRESS,6,6,1373571734.0,1373571794.0,60,240,unknown
f06,STRESS,6,7,1373571794.0,1373571854.0,60,240,unknown
f06,STRESS,6,8,1373571854.0,1373571914.0,60,240,unknown
f06,STRESS,6,9,1373571914.0,1373571974.0,60,240,unknown
f06,STRESS,6,10,1373571974.0,1373572034.0,60,240,unknown
f06,STRESS,6,11,1373572034.0,1373572094.0,60,240,unknown
f06,STRESS,6,12,1373572094.0,1373572154.0,60,240,unknown
f06,STRESS,6,13,1373572154.0,1373572214.0,60,240,unknown
f07,STRESS,0,0,1373670888.0,1373670948.0,60,240,rest
f07,STRESS,1,0,1373670965.0,1373671025.0,60,240,stress
f07,STRESS,1,1,1373671025.0,1373671085.0,60,240,stress
f07,STRESS,1,2,1373671085.0,1373671145.0,60,240,stress
f07,STRESS,1,3,1373671145.0,1373671205.0,60,240,stress
f07,STRESS,2,0,1373671212.0,1373671272.0,60,240,rest
f07,STRESS,2,1,1373671272.0,1373671332.0,60,240,rest
f07,STRESS,2,2,1373671332.0,1373671392.0,60,240,rest
f07,STRESS,2,3,1373671392.0,1373671452.0,60,240,rest
f07,STRESS,2,4,1373671452.0,1373671512.0,60,240,rest
f07,STRESS,2,5,1373671512.0,1373671572.0,60,240,rest
f07,STRESS,2,6,1373671572.0,1373671632.0,60,240,rest
f07,STRESS,2,7,1373671632.0,1373671692.0,60,240,rest
f07,STRESS,2,8,1373671692.0,1373671752.0,60,240,rest
f07,STRESS,2,9,1373671752.0,1373671812.0,60,240,rest
f07,STRESS,2,10,1373671812.0,1373671872.0,60,240,rest
f07,STRESS,2,11,1373671872.0,1373671932.0,60,240,rest
f07,STRESS,2,12,1373671932.0,1373671992.0,60,240,rest
f07,STRESS,6,0,1373672157.0,1373672217.0,60,240,unknown
f07,STRESS,6,1,1373672217.0,1373672277.0,60,240,unknown
f07,STRESS,6,2,1373672277.0,1373672337.0,60,240,unknown
f07,STRESS,6,3,1373672337.0,1373672397.0,60,240,unknown
f07,STRESS,6,4,1373672397.0,1373672457.0,60,240,unknown
f07,STRESS,6,5,1373672457.0,1373672517.0,60,240,unknown
f07,STRESS,6,6,1373672517.0,1373672577.0,60,240,unknown
f07,STRESS,6,7,1373672577.0,1373672637.0,60,240,unknown
f07,STRESS,6,8,1373672637.0,1373672697.0,60,240,unknown
f07,STRESS,6,9,1373672697.0,1373672757.0,60,240,unknown
f07,STRESS,6,10,1373672757.0,1373672817.0,60,240,unknown
f07,STRESS,6,11,1373672817.0,1373672877.0,60,240,unknown
f07,STRESS,6,12,1373672877.0,1373672937.0,60,240,unknown
f07,STRESS,6,13,1373672937.0,1373672997.0,60,240,unknown
f07,STRESS,6,14,1373672997.0,1373673057.0,60,240,unknown
f08,STRESS,0,0,1372890320.0,1372890380.0,60,240,rest
f08,STRESS,1,0,1372890418.0,1372890478.0,60,240,stress
f08,STRESS,1,1,1372890478.0,1372890538.0,60,240,stress
f08,STRESS,1,2,1372890538.0,1372890598.0,60,240,stress
f08,STRESS,1,3,1372890598.0,1372890658.0,60,240,stress
f08,STRESS,2,0,1372890707.0,1372890767.0,60,240,rest
f08,STRESS,2,1,1372890767.0,1372890827.0,60,240,rest
f08,STRESS,2,2,1372890827.0,1372890887.0,60,240,rest
f08,STRESS,2,3,1372890887.0,1372890947.0,60,240,rest
f08,STRESS,2,4,1372890947.0,1372891007.0,60,240,rest
f08,STRESS,2,5,1372891007.0,1372891067.0,60,240,rest
f08,STRESS,2,6,1372891067.0,1372891127.0,60,240,rest
f08,STRESS,2,7,1372891127.0,1372891187.0,60,240,rest
f08,STRESS,2,8,1372891187.0,1372891247.0,60,240,rest
f08,STRESS,2,9,1372891247.0,1372891307.0,60,240,rest
f08,STRESS,2,10,1372891307.0,1372891367.0,60,240,rest
f08,STRESS,2,11,1372891367.0,1372891427.0,60,240,rest
f08,STRESS,2,12,1372891427.0,1372891487.0,60,240,rest
f08,STRESS,2,13,1372891487.0,1372891547.0,60,240,rest
f08,STRESS,6,0,1372891688.0,1372891748.0,60,240,unknown
f08,STRESS,6,1,1372891748.0,1372891808.0,60,240,unknown
f08,STRESS,6,2,1372891808.0,1372891868.0,60,240,unknown
f08,STRESS,6,3,1372891868.0,1372891928.0,60,240,unknown
f08,STRESS,6,4,1372891928.0,1372891988.0,60,240,unknown
f08,STRESS,6,5,1372891988.0,1372892048.0,60,240,unknown
f08,STRESS,6,6,1372892048.0,1372892108.0,60,240,unknown
f08,STRESS,6,7,1372892108.0,1372892168.0,60,240,unknown
f08,STRESS,6,8,1372892168.0,1372892228.0,60,240,unknown
f08,STRESS,6,9,1372892228.0,1372892288.0,60,240,unknown
f08,STRESS,6,10,1372892288.0,1372892348.0,60,240,unknown
f09,STRESS,0,0,1372605366.0,1372605426.0,60,240,rest
f09,STRESS,1,0,1372605464.0,1372605524.0,60,240,stress
f09,STRESS,1,1,1372605524.0,1372605584.0,60,240,stress
f09,STRESS,1,2,1372605584.0,1372605644.0,60,240,stress
f09,STRESS,1,3,1372605644.0,1372605704.0,60,240,stress
f09,STRESS,2,0,1372605731.0,1372605791.0,60,240,rest
f09,STRESS,2,1,1372605791.0,1372605851.0,60,240,rest
f09,STRESS,2,2,1372605851.0,1372605911.0,60,240,rest
f09,STRESS,2,3,1372605911.0,1372605971.0,60,240,rest
f09,STRESS,2,4,1372605971.0,1372606031.0,60,240,rest
f09,STRESS,2,5,1372606031.0,1372606091.0,60,240,rest
f09,STRESS,2,6,1372606091.0,1372606151.0,60,240,rest
f09,STRESS,2,7,1372606151.0,1372606211.0,60,240,rest
f09,STRESS,2,8,1372606211.0,1372606271.0,60,240,rest
f09,STRESS,2,9,1372606271.0,1372606331.0,60,240,rest
f09,STRESS,2,10,1372606331.0,1372606391.0,60,240,rest
f09,STRESS,2,11,1372606391.0,1372606451.0,60,240,rest
f09,STRESS,2,12,1372606451.0,1372606511.0,60,240,rest
f09,STRESS,6,0,1372606650.0,1372606710.0,60,240,unknown
f09,STRESS,6,1,1372606710.0,1372606770.0,60,240,unknown
f09,STRESS,6,2,1372606770.0,1372606830.0,60,240,unknown
f09,STRESS,6,3,1372606830.0,1372606890.0,60,240,unknown
f09,STRESS,6,4,1372606890.0,1372606950.0,60,240,unknown
f09,STRESS,6,5,1372606950.0,1372607010.0,60,240,unknown
f09,STRESS,6,6,1372607010.0,1372607070.0,60,240,unknown
f09,STRESS,6,7,1372607070.0,1372607130.0,60,240,unknown
f09,STRESS,6,8,1372607130.0,1372607190.0,60,240,unknown
f09,STRESS,6,9,1372607190.0,1372607250.0,60,240,unknown
f09,STRESS,6,10,1372607250.0,1372607310.0,60,240,unknown
f09,STRESS,6,11,1372607310.0,1372607370.0,60,240,unknown
f09,STRESS,6,12,1372607370.0,1372607430.0,60,240,unknown
f10,STRESS,0,0,1372597413.0,1372597473.0,60,240,rest
f10,STRESS,1,0,1372597522.0,1372597582.0,60,240,stress
f10,STRESS,1,1,1372597582.0,1372597642.0,60,240,stress
f10,STRESS,1,2,1372597642.0,1372597702.0,60,240,stress
f10,STRESS,1,3,1372597702.0,1372597762.0,60,240,stress
f10,STRESS,2,0,1372597777.0,1372597837.0,60,240,rest
f10,STRESS,2,1,1372597837.0,1372597897.0,60,240,rest
f10,STRESS,2,2,1372597897.0,1372597957.0,60,240,rest
f10,STRESS,2,3,1372597957.0,1372598017.0,60,240,rest
f10,STRESS,2,4,1372598017.0,1372598077.0,60,240,rest
f10,STRESS,2,5,1372598077.0,1372598137.0,60,240,rest
f10,STRESS,2,6,1372598137.0,1372598197.0,60,240,rest
f10,STRESS,2,7,1372598197.0,1372598257.0,60,240,rest
f10,STRESS,2,8,1372598257.0,1372598317.0,60,240,rest
f10,STRESS,2,9,1372598317.0,1372598377.0,60,240,rest
f10,STRESS,2,10,1372598377.0,1372598437.0,60,240,rest
f10,STRESS,2,11,1372598437.0,1372598497.0,60,240,rest
f10,STRESS,2,12,1372598497.0,1372598557.0,60,240,rest
f10,STRESS,2,13,1372598557.0,1372598617.0,60,240,rest
f10,STRESS,6,0,1372598736.0,1372598796.0,60,240,unknown
f10,STRESS,6,1,1372598796.0,1372598856.0,60,240,unknown
f10,STRESS,6,2,1372598856.0,1372598916.0,60,240,unknown
f10,STRESS,6,3,1372598916.0,1372598976.0,60,240,unknown
f10,STRESS,6,4,1372598976.0,1372599036.0,60,240,unknown
f10,STRESS,6,5,1372599036.0,1372599096.0,60,240,unknown
f10,STRESS,6,6,1372599096.0,1372599156.0,60,240,unknown
f10,STRESS,6,7,1372599156.0,1372599216.0,60,240,unknown
f10,STRESS,6,8,1372599216.0,1372599276.0,60,240,unknown
f10,STRESS,6,9,1372599276.0,1372599336.0,60,240,unknown
f10,STRESS,6,10,1372599336.0,1372599396.0,60,240,unknown
f10,STRESS,6,11,1372599396.0,1372599456.0,60,240,unknown
f10,STRESS,6,12,1372599456.0,1372599516.0,60,240,unknown
f11,STRESS,0,0,1373836480.0,1373836540.0,60,240,rest
f11,STRESS,1,0,1373836585.0,1373836645.0,60,240,stress
f11,STRESS,1,1,1373836645.0,1373836705.0,60,240,stress
f11,STRESS,1,2,1373836705.0,1373836765.0,60,240,stress
f11,STRESS,1,3,1373836765.0,1373836825.0,60,240,stress
f11,STRESS,2,0,1373836884.0,1373836944.0,60,240,rest
f11,STRESS,2,1,1373836944.0,1373837004.0,60,240,rest
f11,STRESS,2,2,1373837004.0,1373837064.0,60,240,rest
f11,STRESS,2,3,1373837064.0,1373837124.0,60,240,rest
f11,STRESS,2,4,1373837124.0,1373837184.0,60,240,rest
f11,STRESS,2,5,1373837184.0,1373837244.0,60,240,rest
f11,STRESS,2,6,1373837244.0,1373837304.0,60,240,rest
f11,STRESS,2,7,1373837304.0,1373837364.0,60,240,rest
f11,STRESS,2,8,1373837364.0,1373837424.0,60,240,rest
f11,STRESS,2,9,1373837424.0,1373837484.0,60,240,rest
f11,STRESS,2,10,1373837484.0,1373837544.0,60,240,rest
f11,STRESS,2,11,1373837544.0,1373837604.0,60,240,rest
f11,STRESS,2,12,1373837604.0,1373837664.0,60,240,rest
f11,STRESS,6,0,1373837810.0,1373837870.0,60,240,unknown
f11,STRESS,6,1,1373837870.0,1373837930.0,60,240,unknown
f11,STRESS,6,2,1373837930.0,1373837990.0,60,240,unknown
f11,STRESS,6,3,1373837990.0,1373838050.0,60,240,unknown
f11,STRESS,6,4,1373838050.0,1373838110.0,60,240,unknown
f11,STRESS,6,5,1373838110.0,1373838170.0,60,240,unknown
f11,STRESS,6,6,1373838170.0,1373838230.0,60,240,unknown
f11,STRESS,6,7,1373838230.0,1373838290.0,60,240,unknown
f11,STRESS,6,8,1373838290.0,1373838350.0,60,240,unknown
f11,STRESS,6,9,1373838350.0,1373838410.0,60,240,unknown
f11,STRESS,6,10,1373838410.0,1373838470.0,60,240,unknown
f11,STRESS,6,11,1373838470.0,1373838530.0,60,240,unknown
f11,STRESS,6,12,1373838530.0,1373838590.0,60,240,unknown
f12,STRESS,0,0,1372705214.0,1372705274.0,60,240,rest
f12,STRESS,1,0,1372705305.0,1372705365.0,60,240,stress
f12,STRESS,1,1,1372705365.0,1372705425.0,60,240,stress
f12,STRESS,1,2,1372705425.0,1372705485.0,60,240,stress
f12,STRESS,1,3,1372705485.0,1372705545.0,60,240,stress
f12,STRESS,2,0,1372705556.0,1372705616.0,60,240,rest
f12,STRESS,2,1,1372705616.0,1372705676.0,60,240,rest
f12,STRESS,2,2,1372705676.0,1372705736.0,60,240,rest
f12,STRESS,2,3,1372705736.0,1372705796.0,60,240,rest
f12,STRESS,2,4,1372705796.0,1372705856.0,60,240,rest
f12,STRESS,2,5,1372705856.0,1372705916.0,60,240,rest
f12,STRESS,2,6,1372705916.0,1372705976.0,60,240,rest
f12,STRESS,2,7,1372705976.0,1372706036.0,60,240,rest
f12,STRESS,2,8,1372706036.0,1372706096.0,60,240,rest
f12,STRESS,2,9,1372706096.0,1372706156.0,60,240,rest
f12,STRESS,2,10,1372706156.0,1372706216.0,60,240,rest
f12,STRESS,2,11,1372706216.0,1372706276.0,60,240,rest
f12,STRESS,2,12,1372706276.0,1372706336.0,60,240,rest
f12,STRESS,2,13,1372706336.0,1372706396.0,60,240,rest
f12,STRESS,6,0,1372706518.0,1372706578.0,60,240,unknown
f12,STRESS,6,1,1372706578.0,1372706638.0,60,240,unknown
f12,STRESS,6,2,1372706638.0,1372706698.0,60,240,unknown
f12,STRESS,6,3,1372706698.0,1372706758.0,60,240,unknown
f12,STRESS,6,4,1372706758.0,1372706818.0,60,240,unknown
f12,STRESS,6,5,1372706818.0,1372706878.0,60,240,unknown
f12,STRESS,6,6,1372706878.0,1372706938.0,60,240,unknown
f12,STRESS,6,7,1372706938.0,1372706998.0,60,240,unknown
f12,STRESS,6,8,1372706998.0,1372707058.0,60,240,unknown
f12,STRESS,6,9,1372707058.0,1372707118.0,60,240,unknown
f12,STRESS,6,10,1372707118.0,1372707178.0,60,240,unknown
f12,STRESS,6,11,1372707178.0,1372707238.0,60,240,unknown
f12,STRESS,6,12,1372707238.0,1372707298.0,60,240,unknown
f13,STRESS,0,0,1372860578.0,1372860638.0,60,240,rest
f13,STRESS,1,0,1372860684.0,1372860744.0,60,240,stress
f13,STRESS,1,1,1372860744.0,1372860804.0,60,240,stress
f13,STRESS,1,2,1372860804.0,1372860864.0,60,240,stress
f13,STRESS,2,0,1372860901.0,1372860961.0,60,240,rest
f13,STRESS,2,1,1372860961.0,1372861021.0,60,240,rest
f13,STRESS,2,2,1372861021.0,1372861081.0,60,240,rest
f13,STRESS,2,3,1372861081.0,1372861141.0,60,240,rest
f13,STRESS,2,4,1372861141.0,1372861201.0,60,240,rest
f13,STRESS,2,5,1372861201.0,1372861261.0,60,240,rest
f13,STRESS,2,6,1372861261.0,1372861321.0,60,240,rest
f13,STRESS,2,7,1372861321.0,1372861381.0,60,240,rest
f13,STRESS,2,8,1372861381.0,1372861441.0,60,240,rest
f13,STRESS,2,9,1372861441.0,1372861501.0,60,240,rest
f13,STRESS,2,10,1372861501.0,1372861561.0,60,240,rest
f13,STRESS,2,11,1372861561.0,1372861621.0,60,240,rest
f13,STRESS,2,12,1372861621.0,1372861681.0,60,240,rest
f13,STRESS,2,13,1372861681.0,1372861741.0,60,240,rest
f13,STRESS,2,14,1372861741.0,1372861801.0,60,240,rest
f13,STRESS,2,15,1372861801.0,1372861861.0,60,240,rest
f13,STRESS,2,16,1372861861.0,1372861921.0,60,240,rest
f13,STRESS,6,0,1372862049.0,1372862109.0,60,240,unknown
f13,STRESS,6,1,1372862109.0,1372862169.0,60,240,unknown
f13,STRESS,6,2,1372862169.0,1372862229.0,60,240,unknown
f13,STRESS,6,3,1372862229.0,1372862289.0,60,240,unknown
f13,STRESS,6,4,1372862289.0,1372862349.0,60,240,unknown
f13,STRESS,6,5,1372862349.0,1372862409.0,60,240,unknown
f13,STRESS,6,6,1372862409.0,1372862469.0,60,240,unknown
f13,STRESS,6,7,1372862469.0,1372862529.0,60,240,unknown
f13,STRESS,6,8,1372862529.0,1372862589.0,60,240,unknown
f13,STRESS,6,9,1372862589.0,1372862649.0,60,240,unknown
f13,STRESS,6,10,1372862649.0,1372862709.0,60,240,unknown
f13,STRESS,6,11,1372862709.0,1372862769.0,60,240,unknown
f13,STRESS,6,12,1372862769.0,1372862829.0,60,240,unknown
f13,STRESS,6,13,1372862829.0,1372862889.0,60,240,unknown
f14_b,STRESS,0,0,1373680936.0,1373680996.0,60,240,rest
f14_b,STRESS,1,0,1373681026.0,1373681086.0,60,240,stress
f14_b,STRESS,1,1,1373681086.0,1373681146.0,60,240,stress
f14_b,STRESS,1,2,1373681146.0,1373681206.0,60,240,stress
f14_b,STRESS,1,3,1373681206.0,1373681266.0,60,240,stress
f14_b,STRESS,2,0,1373681272.0,1373681332.0,60,240,rest
f14_b,STRESS,2,1,1373681332.0,1373681392.0,60,240,rest
f14_b,STRESS,2,2,1373681392.0,1373681452.0,60,240,rest
f14_b,STRESS,2,3,1373681452.0,1373681512.0,60,240,rest
f14_b,STRESS,2,4,1373681512.0,1373681572.0,60,240,rest
f14_b,STRESS,2,5,1373681572.0,1373681632.0,60,240,rest
f14_b,STRESS,2,6,1373681632.0,1373681692.0,60,240,rest
f14_b,STRESS,2,7,1373681692.0,1373681752.0,60,240,rest
f14_b,STRESS,2,8,1373681752.0,1373681812.0,60,240,rest
f14_b,STRESS,2,9,1373681812.0,1373681872.0,60,240,rest
f14_b,STRESS,2,10,1373681872.0,1373681932.0,60,240,rest
f14_b,STRESS,6,0,1373682113.0,1373682173.0,60,240,unknown
f14_b,STRESS,6,1,1373682173.0,1373682233.0,60,240,unknown
f14_b,STRESS,6,2,1373682233.0,1373682293.0,60,240,unknown
f14_b,STRESS,6,3,1373682293.0,1373682353.0,60,240,unknown
f14_b,STRESS,6,4,1373682353.0,1373682413.0,60,240,unknown
f14_b,STRESS,6,5,1373682413.0,1373682473.0,60,240,unknown
f14_b,STRESS,6,6,1373682473.0,1373682533.0,60,240,unknown
f14_b,STRESS,6,7,1373682533.0,1373682593.0,60,240,unknown
f14_b,STRESS,6,8,1373682593.0,1373682653.0,60,240,unknown
f14_b,STRESS,6,9,1373682653.0,1373682713.0,60,240,unknown
f15,STRESS,0,0,1373748797.0,1373748857.0,60,240,rest
f15,STRESS,1,0,1373748884.0,1373748944.0,60,240,stress
f15,STRESS,1,1,1373748944.0,1373749004.0,60,240,stress
f15,STRESS,1,2,1373749004.0,1373749064.0,60,240,stress
f15,STRESS,1,3,1373749064.0,1373749124.0,60,240,stress
f15,STRESS,2,0,1373749148.0,1373749208.0,60,240,rest
f15,STRESS,2,1,1373749208.0,1373749268.0,60,240,rest
f15,STRESS,2,2,1373749268.0,1373749328.0,60,240,rest
f15,STRESS,2,3,1373749328.0,1373749388.0,60,240,rest
f15,STRESS,2,4,1373749388.0,1373749448.0,60,240,rest
f15,STRESS,2,5,1373749448.0,1373749508.0,60,240,rest
f15,STRESS,2,6,1373749508.0,1373749568.0,60,240,rest
f15,STRESS,2,7,1373749568.0,1373749628.0,60,240,rest
f15,STRESS,2,8,1373749628.0,1373749688.0,60,240,rest
f15,STRESS,2,9,1373749688.0,1373749748.0,60,240,rest
f15,STRESS,2,10,1373749748.0,1373749808.0,60,240,rest
f15,STRESS,2,11,1373749808.0,1373749868.0,60,240,rest
f15,STRESS,2,12,1373749868.0,1373749928.0,60,240,rest
f15,STRESS,6,0,1373750061.0,1373750121.0,60,240,unknown
f15,STRESS,6,1,1373750121.0,1373750181.0,60,240,unknown
f15,STRESS,6,2,1373750181.0,1373750241.0,60,240,unknown
f15,STRESS,6,3,1373750241.0,1373750301.0,60,240,unknown
f15,STRESS,6,4,1373750301.0,1373750361.0,60,240,unknown
f15,STRESS,6,5,1373750361.0,1373750421.0,60,240,unknown
f15,STRESS,6,6,1373750421.0,1373750481.0,60,240,unknown
f15,STRESS,6,7,1373750481.0,1373750541.0,60,240,unknown
f15,STRESS,6,8,1373750541.0,1373750601.0,60,240,unknown
f15,STRESS,6,9,1373750601.0,1373750661.0,60,240,unknown
f15,STRESS,7,0,1373750696.0,1373750756.0,60,240,unknown
f16,STRESS,0,0,1374242836.0,1374242896.0,60,240,rest
f16,STRESS,1,0,1374242917.0,1374242977.0,60,240,stress
f16,STRESS,1,1,1374242977.0,1374243037.0,60,240,stress
f16,STRESS,1,2,1374243037.0,1374243097.0,60,240,stress
f16,STRESS,1,3,1374243097.0,1374243157.0,60,240,stress
f16,STRESS,2,0,1374243161.0,1374243221.0,60,240,rest
f16,STRESS,2,1,1374243221.0,1374243281.0,60,240,rest
f16,STRESS,2,2,1374243281.0,1374243341.0,60,240,rest
f16,STRESS,2,3,1374243341.0,1374243401.0,60,240,rest
f16,STRESS,2,4,1374243401.0,1374243461.0,60,240,rest
f16,STRESS,2,5,1374243461.0,1374243521.0,60,240,rest
f16,STRESS,2,6,1374243521.0,1374243581.0,60,240,rest
f16,STRESS,2,7,1374243581.0,1374243641.0,60,240,rest
f16,STRESS,2,8,1374243641.0,1374243701.0,60,240,rest
f16,STRESS,2,9,1374243701.0,1374243761.0,60,240,rest
f16,STRESS,2,10,1374243761.0,1374243821.0,60,240,rest
f16,STRESS,2,11,1374243821.0,1374243881.0,60,240,rest
f16,STRESS,2,12,1374243881.0,1374243941.0,60,240,rest
f16,STRESS,2,13,1374243941.0,1374244001.0,60,240,rest
f16,STRESS,2,14,1374244001.0,1374244061.0,60,240,rest
f16,STRESS,6,0,1374244194.0,1374244254.0,60,240,unknown
f16,STRESS,6,1,1374244254.0,1374244314.0,60,240,unknown
f16,STRESS,6,2,1374244314.0,1374244374.0,60,240,unknown
f16,STRESS,6,3,1374244374.0,1374244434.0,60,240,unknown
f16,STRESS,6,4,1374244434.0,1374244494.0,60,240,unknown
f16,STRESS,6,5,1374244494.0,1374244554.0,60,240,unknown
f16,STRESS,6,6,1374244554.0,1374244614.0,60,240,unknown
f16,STRESS,6,7,1374244614.0,1374244674.0,60,240,unknown
f16,STRESS,6,8,1374244674.0,1374244734.0,60,240,unknown
f16,STRESS,6,9,1374244734.0,1374244794.0,60,240,unknown
f17,STRESS,0,0,1374347580.0,1374347640.0,60,240,rest
f17,STRESS,0,1,1374347640.0,1374347700.0,60,240,rest
f17,STRESS,1,0,1374347716.0,1374347776.0,60,240,stress
f17,STRESS,1,1,1374347776.0,1374347836.0,60,240,stress
f17,STRESS,1,2,1374347836.0,1374347896.0,60,240,stress
f17,STRESS,1,3,1374347896.0,1374347956.0,60,240,stress
f17,STRESS,2,0,1374347982.0,1374348042.0,60,240,rest
f17,STRESS,2,1,1374348042.0,1374348102.0,60,240,rest
f17,STRESS,2,2,1374348102.0,1374348162.0,60,240,rest
f17,STRESS,2,3,1374348162.0,1374348222.0,60,240,rest
f17,STRESS,2,4,1374348222.0,1374348282.0,60,240,rest
f17,STRESS,2,5,1374348282.0,1374348342.0,60,240,rest
f17,STRESS,2,6,1374348342.0,1374348402.0,60,240,rest
f17,STRESS,2,7,1374348402.0,1374348462.0,60,240,rest
f17,STRESS,2,8,1374348462.0,1374348522.0,60,240,rest
f17,STRESS,2,9,1374348522.0,1374348582.0,60,240,rest
f17,STRESS,2,10,1374348582.0,1374348642.0,60,240,rest
f17,STRESS,2,11,1374348642.0,1374348702.0,60,240,rest
f17,STRESS,2,12,1374348702.0,1374348762.0,60,240,rest
f17,STRESS,6,0,1374348919.0,1374348979.0,60,240,unknown
f17,STRESS,6,1,1374348979.0,1374349039.0,60,240,unknown
f17,STRESS,6,2,1374349039.0,1374349099.0,60,240,unknown
